Date,Open,High,Low,Close,Adj Close,Volume
1987-06-01,290.119995,291.959991,289.230011,289.829987,289.829987,149300000
1987-06-02,289.820007,290.940002,286.929993,288.459991,288.459991,153400000
1987-06-03,288.559998,293.470001,288.559998,293.470001,293.470001,164200000
1987-06-04,293.459991,295.089996,292.760010,295.089996,295.089996,140300000
1987-06-05,295.109985,295.109985,292.799988,293.450012,293.450012,129100000
1987-06-08,293.459991,297.029999,291.549988,296.720001,296.720001,136400000
1987-06-09,296.720001,297.589996,295.899994,297.279999,297.279999,164200000
1987-06-10,297.279999,300.809998,295.660004,297.470001,297.470001,197400000
1987-06-11,297.500000,298.940002,297.470001,298.730011,298.730011,138900000
1987-06-12,298.769989,302.260010,298.730011,301.619995,301.619995,175100000
1987-06-15,301.619995,304.109985,301.619995,303.140015,303.140015,156900000
1987-06-16,303.119995,304.859985,302.600006,304.760010,304.760010,157800000
1987-06-17,304.769989,305.739990,304.029999,304.809998,304.809998,184700000
1987-06-18,304.779999,306.130005,303.380005,305.690002,305.690002,168600000
1987-06-19,305.709991,306.970001,305.549988,306.970001,306.970001,220500000
1987-06-22,306.980011,310.200012,306.970001,309.649994,309.649994,178200000
1987-06-23,309.660004,310.269989,307.480011,308.429993,308.429993,194200000
1987-06-24,308.440002,308.910004,306.320007,306.859985,306.859985,153800000
1987-06-25,306.869995,309.440002,306.859985,308.959991,308.959991,173500000
1987-06-26,308.940002,308.959991,306.359985,307.160004,307.160004,150500000
1987-06-29,307.149994,308.149994,306.750000,307.899994,307.899994,142500000
1987-06-30,307.890015,308.000000,303.010010,304.000000,304.000000,165500000
1987-07-01,303.989990,304.000000,302.529999,302.940002,302.940002,157000000
1987-07-02,302.959991,306.339996,302.940002,305.630005,305.630005,154900000
1987-07-06,305.640015,306.750000,304.230011,304.920013,304.920013,155000000
1987-07-07,304.910004,308.630005,304.730011,307.399994,307.399994,200700000
1987-07-08,307.410004,308.480011,306.010010,308.290009,308.290009,207500000
1987-07-09,308.299988,309.559998,307.420013,307.519989,307.519989,195400000
1987-07-10,307.549988,308.399994,306.959991,308.369995,308.369995,172100000
1987-07-13,308.410004,308.410004,305.489990,307.630005,307.630005,152500000
1987-07-14,307.670013,310.690002,307.459991,310.679993,310.679993,185900000
